file_name,label,y,site_name,status,client_ip,orig_len,post_skip_len,valid_len,n_packets_raw,n_packets_used,seq_len,skip_n,base_seq_len_before_handshake_removal,handshake_len_packets,source_base_name,cache_build_note,pcapng_status,pcapng_preprocess_ms,pcapng_n_directions_read
clear_sample_1368,clear,0,clear_site_14,ok,CLIENT_IP_REDACTED,2229,2229,506,2229,506,506,0,526,20,anonymized_direction_sequence_cache,"Post-handshake cache built as raw direction sequence[20:526], therefore fixed input length is 506.",ok,4.435000009834766,526
clear_sample_1369,clear,0,clear_site_14,ok,CLIENT_IP_REDACTED,2446,2446,506,2446,506,506,0,526,20,anonymized_direction_sequence_cache,"Post-handshake cache built as raw direction sequence[20:526], therefore fixed input length is 506.",ok,8.99169989861548,526
clear_sample_1370,clear,0,clear_site_14,ok,CLIENT_IP_REDACTED,2014,2014,506,2014,506,506,0,526,20,anonymized_direction_sequence_cache,"Post-handshake cache built as raw direction sequence[20:526], therefore fixed input length is 506.",ok,4.57260012626648,526
clear_sample_1371,clear,0,clear_site_14,ok,CLIENT_IP_REDACTED,2423,2423,506,2423,506,506,0,526,20,anonymized_direction_sequence_cache,"Post-handshake cache built as raw direction sequence[20:526], therefore fixed input length is 506.",ok,7.826300105080008,526
clear_sample_1372,clear,0,clear_site_14,ok,CLIENT_IP_REDACTED,2348,2348,506,2348,506,506,0,526,20,anonymized_direction_sequence_cache,"Post-handshake cache built as raw direction sequence[20:526], therefore fixed input length is 506.",ok,8.936400059610605,526
clear_sample_1373,clear,0,clear_site_14,ok,CLIENT_IP_REDACTED,2245,2245,506,2245,506,506,0,526,20,anonymized_direction_sequence_cache,"Post-handshake cache built as raw direction sequence[20:526], therefore fixed input length is 506.",ok,4.341799998655915,526
clear_sample_1374,clear,0,clear_site_14,ok,CLIENT_IP_REDACTED,2341,2341,506,2341,506,506,0,526,20,anonymized_direction_sequence_cache,"Post-handshake cache built as raw direction sequence[20:526], therefore fixed input length is 506.",ok,7.336900103837252,526
clear_sample_1375,clear,0,clear_site_14,ok,CLIENT_IP_REDACTED,2190,2190,506,2190,506,506,0,526,20,anonymized_direction_sequence_cache,"Post-handshake cache built as raw direction sequence[20:526], therefore fixed input length is 506.",ok,8.000699803233147,526
clear_sample_1376,clear,0,clear_site_14,ok,CLIENT_IP_REDACTED,2201,2201,506,2201,506,506,0,526,20,anonymized_direction_sequence_cache,"Post-handshake cache built as raw direction sequence[20:526], therefore fixed input length is 506.",ok,8.584700059145689,526
clear_sample_1377,clear,0,clear_site_14,ok,CLIENT_IP_REDACTED,2273,2273,506,2273,506,506,0,526,20,anonymized_direction_sequence_cache,"Post-handshake cache built as raw direction sequence[20:526], therefore fixed input length is 506.",ok,8.081699954345822,526
clear_sample_1378,clear,0,clear_site_14,ok,CLIENT_IP_REDACTED,2254,2254,506,2254,506,506,0,526,20,anonymized_direction_sequence_cache,"Post-handshake cache built as raw direction sequence[20:526], therefore fixed input length is 506.",ok,4.596200073137879,526
clear_sample_1379,clear,0,clear_site_14,ok,CLIENT_IP_REDACTED,2276,2276,506,2276,506,506,0,526,20,anonymized_direction_sequence_cache,"Post-handshake cache built as raw direction sequence[20:526], therefore fixed input length is 506.",ok,8.67019989527762,526
clear_sample_1380,clear,0,clear_site_14,ok,CLIENT_IP_REDACTED,2450,2450,506,2450,506,506,0,526,20,anonymized_direction_sequence_cache,"Post-handshake cache built as raw direction sequence[20:526], therefore fixed input length is 506.",ok,8.13560001552105,526
clear_sample_1381,clear,0,clear_site_14,ok,CLIENT_IP_REDACTED,2244,2244,506,2244,506,506,0,526,20,anonymized_direction_sequence_cache,"Post-handshake cache built as raw direction sequence[20:526], therefore fixed input length is 506.",ok,8.300999877974391,526
clear_sample_1382,clear,0,clear_site_14,ok,CLIENT_IP_REDACTED,2305,2305,506,2305,506,506,0,526,20,anonymized_direction_sequence_cache,"Post-handshake cache built as raw direction sequence[20:526], therefore fixed input length is 506.",ok,8.21250001899898,526
clear_sample_1383,clear,0,clear_site_14,ok,CLIENT_IP_REDACTED,2279,2279,506,2279,506,506,0,526,20,anonymized_direction_sequence_cache,"Post-handshake cache built as raw direction sequence[20:526], therefore fixed input length is 506.",ok,8.345700101926923,526
clear_sample_1384,clear,0,clear_site_14,ok,CLIENT_IP_REDACTED,2301,2301,506,2301,506,506,0,526,20,anonymized_direction_sequence_cache,"Post-handshake cache built as raw direction sequence[20:526], therefore fixed input length is 506.",ok,8.634400088340044,526
clear_sample_1385,clear,0,clear_site_14,ok,CLIENT_IP_REDACTED,2417,2417,506,2417,506,506,0,526,20,anonymized_direction_sequence_cache,"Post-handshake cache built as raw direction sequence[20:526], therefore fixed input length is 506.",ok,8.754400070756674,526
clear_sample_1386,clear,0,clear_site_14,ok,CLIENT_IP_REDACTED,2958,2958,506,2958,506,506,0,526,20,anonymized_direction_sequence_cache,"Post-handshake cache built as raw direction sequence[20:526], therefore fixed input length is 506.",ok,8.472300134599209,526
clear_sample_1387,clear,0,clear_site_14,ok,CLIENT_IP_REDACTED,2562,2562,506,2562,506,506,0,526,20,anonymized_direction_sequence_cache,"Post-handshake cache built as raw direction sequence[20:526], therefore fixed input length is 506.",ok,8.349400013685226,526
clear_sample_1388,clear,0,clear_site_14,ok,CLIENT_IP_REDACTED,2309,2309,506,2309,506,506,0,526,20,anonymized_direction_sequence_cache,"Post-handshake cache built as raw direction sequence[20:526], therefore fixed input length is 506.",ok,8.471400011330843,526
clear_sample_1389,clear,0,clear_site_14,ok,CLIENT_IP_REDACTED,2448,2448,506,2448,506,506,0,526,20,anonymized_direction_sequence_cache,"Post-handshake cache built as raw direction sequence[20:526], therefore fixed input length is 506.",ok,8.285700110718608,526
clear_sample_1390,clear,0,clear_site_14,ok,CLIENT_IP_REDACTED,2274,2274,506,2274,506,506,0,526,20,anonymized_direction_sequence_cache,"Post-handshake cache built as raw direction sequence[20:526], therefore fixed input length is 506.",ok,8.36810003966093,526
clear_sample_1391,clear,0,clear_site_14,ok,CLIENT_IP_REDACTED,2297,2297,506,2297,506,506,0,526,20,anonymized_direction_sequence_cache,"Post-handshake cache built as raw direction sequence[20:526], therefore fixed input length is 506.",ok,4.555100109428167,526
clear_sample_1392,clear,0,clear_site_14,ok,CLIENT_IP_REDACTED,2368,2368,506,2368,506,506,0,526,20,anonymized_direction_sequence_cache,"Post-handshake cache built as raw direction sequence[20:526], therefore fixed input length is 506.",ok,9.102600160986183,526
clear_sample_1393,clear,0,clear_site_14,ok,CLIENT_IP_REDACTED,2114,2114,506,2114,506,506,0,526,20,anonymized_direction_sequence_cache,"Post-handshake cache built as raw direction sequence[20:526], therefore fixed input length is 506.",ok,10.717500001192091,526
clear_sample_1394,clear,0,clear_site_14,ok,CLIENT_IP_REDACTED,2216,2216,506,2216,506,506,0,526,20,anonymized_direction_sequence_cache,"Post-handshake cache built as raw direction sequence[20:526], therefore fixed input length is 506.",ok,8.546399883925915,526
clear_sample_1395,clear,0,clear_site_14,ok,CLIENT_IP_REDACTED,2262,2262,506,2262,506,506,0,526,20,anonymized_direction_sequence_cache,"Post-handshake cache built as raw direction sequence[20:526], therefore fixed input length is 506.",ok,8.212100015953183,526
clear_sample_1396,clear,0,clear_site_14,ok,CLIENT_IP_REDACTED,2048,2048,506,2048,506,506,0,526,20,anonymized_direction_sequence_cache,"Post-handshake cache built as raw direction sequence[20:526], therefore fixed input length is 506.",ok,8.333700010553002,526
clear_sample_1397,clear,0,clear_site_14,ok,CLIENT_IP_REDACTED,2202,2202,506,2202,506,506,0,526,20,anonymized_direction_sequence_cache,"Post-handshake cache built as raw direction sequence[20:526], therefore fixed input length is 506.",ok,8.094200165942311,526
clear_sample_1398,clear,0,clear_site_14,ok,CLIENT_IP_REDACTED,2262,2262,506,2262,506,506,0,526,20,anonymized_direction_sequence_cache,"Post-handshake cache built as raw direction sequence[20:526], therefore fixed input length is 506.",ok,8.78699985332787,526
clear_sample_1399,clear,0,clear_site_14,ok,CLIENT_IP_REDACTED,2300,2300,506,2300,506,506,0,526,20,anonymized_direction_sequence_cache,"Post-handshake cache built as raw direction sequence[20:526], therefore fixed input length is 506.",ok,7.921099895611405,526
clear_sample_1400,clear,0,clear_site_14,ok,CLIENT_IP_REDACTED,2548,2548,506,2548,506,506,0,526,20,anonymized_direction_sequence_cache,"Post-handshake cache built as raw direction sequence[20:526], therefore fixed input length is 506.",ok,8.758400101214647,526
clear_sample_1401,clear,0,clear_site_15,ok,CLIENT_IP_REDACTED,7618,7618,506,7618,506,506,0,526,20,anonymized_direction_sequence_cache,"Post-handshake cache built as raw direction sequence[20:526], therefore fixed input length is 506.",ok,6.096000084653497,526
clear_sample_1402,clear,0,clear_site_15,ok,CLIENT_IP_REDACTED,7145,7145,506,7145,506,506,0,526,20,anonymized_direction_sequence_cache,"Post-handshake cache built as raw direction sequence[20:526], therefore fixed input length is 506.",ok,10.637599974870682,526
clear_sample_1403,clear,0,clear_site_15,ok,CLIENT_IP_REDACTED,6681,6681,506,6681,506,506,0,526,20,anonymized_direction_sequence_cache,"Post-handshake cache built as raw direction sequence[20:526], therefore fixed input length is 506.",ok,10.831900173798203,526
clear_sample_1404,clear,0,clear_site_15,ok,CLIENT_IP_REDACTED,6501,6501,506,6501,506,506,0,526,20,anonymized_direction_sequence_cache,"Post-handshake cache built as raw direction sequence[20:526], therefore fixed input length is 506.",ok,11.034900089725852,526
clear_sample_1405,clear,0,clear_site_15,ok,CLIENT_IP_REDACTED,6357,6357,506,6357,506,506,0,526,20,anonymized_direction_sequence_cache,"Post-handshake cache built as raw direction sequence[20:526], therefore fixed input length is 506.",ok,10.29699994251132,526
clear_sample_1406,clear,0,clear_site_15,ok,CLIENT_IP_REDACTED,6813,6813,506,6813,506,506,0,526,20,anonymized_direction_sequence_cache,"Post-handshake cache built as raw direction sequence[20:526], therefore fixed input length is 506.",ok,10.237399954348804,526
clear_sample_1407,clear,0,clear_site_15,ok,CLIENT_IP_REDACTED,7586,7586,506,7586,506,506,0,526,20,anonymized_direction_sequence_cache,"Post-handshake cache built as raw direction sequence[20:526], therefore fixed input length is 506.",ok,11.429500067606568,526
clear_sample_1408,clear,0,clear_site_15,ok,CLIENT_IP_REDACTED,6740,6740,506,6740,506,506,0,526,20,anonymized_direction_sequence_cache,"Post-handshake cache built as raw direction sequence[20:526], therefore fixed input length is 506.",ok,12.487899977713823,526
clear_sample_1409,clear,0,clear_site_15,ok,CLIENT_IP_REDACTED,6774,6774,506,6774,506,506,0,526,20,anonymized_direction_sequence_cache,"Post-handshake cache built as raw direction sequence[20:526], therefore fixed input length is 506.",ok,6.087899906560779,526
clear_sample_1410,clear,0,clear_site_15,ok,CLIENT_IP_REDACTED,6982,6982,506,6982,506,506,0,526,20,anonymized_direction_sequence_cache,"Post-handshake cache built as raw direction sequence[20:526], therefore fixed input length is 506.",ok,7.344499928876758,526
clear_sample_1411,clear,0,clear_site_15,ok,CLIENT_IP_REDACTED,6735,6735,506,6735,506,506,0,526,20,anonymized_direction_sequence_cache,"Post-handshake cache built as raw direction sequence[20:526], therefore fixed input length is 506.",ok,10.862499941140412,526
clear_sample_1412,clear,0,clear_site_15,ok,CLIENT_IP_REDACTED,6843,6843,506,6843,506,506,0,526,20,anonymized_direction_sequence_cache,"Post-handshake cache built as raw direction sequence[20:526], therefore fixed input length is 506.",ok,10.967399924993517,526
clear_sample_1413,clear,0,clear_site_15,ok,CLIENT_IP_REDACTED,7537,7537,506,7537,506,506,0,526,20,anonymized_direction_sequence_cache,"Post-handshake cache built as raw direction sequence[20:526], therefore fixed input length is 506.",ok,12.129800161346791,526
clear_sample_1414,clear,0,clear_site_15,ok,CLIENT_IP_REDACTED,6219,6219,506,6219,506,506,0,526,20,anonymized_direction_sequence_cache,"Post-handshake cache built as raw direction sequence[20:526], therefore fixed input length is 506.",ok,10.01269998960197,526
clear_sample_1415,clear,0,clear_site_15,ok,CLIENT_IP_REDACTED,6878,6878,506,6878,506,506,0,526,20,anonymized_direction_sequence_cache,"Post-handshake cache built as raw direction sequence[20:526], therefore fixed input length is 506.",ok,11.268700007349253,526
clear_sample_1416,clear,0,clear_site_15,ok,CLIENT_IP_REDACTED,6585,6585,506,6585,506,506,0,526,20,anonymized_direction_sequence_cache,"Post-handshake cache built as raw direction sequence[20:526], therefore fixed input length is 506.",ok,5.404500057920814,526
clear_sample_1417,clear,0,clear_site_15,ok,CLIENT_IP_REDACTED,7708,7708,506,7708,506,506,0,526,20,anonymized_direction_sequence_cache,"Post-handshake cache built as raw direction sequence[20:526], therefore fixed input length is 506.",ok,10.24550013244152,526
clear_sample_1418,clear,0,clear_site_15,ok,CLIENT_IP_REDACTED,6476,6476,506,6476,506,506,0,526,20,anonymized_direction_sequence_cache,"Post-handshake cache built as raw direction sequence[20:526], therefore fixed input length is 506.",ok,10.720600141212344,526
clear_sample_1419,clear,0,clear_site_15,ok,CLIENT_IP_REDACTED,6758,6758,506,6758,506,506,0,526,20,anonymized_direction_sequence_cache,"Post-handshake cache built as raw direction sequence[20:526], therefore fixed input length is 506.",ok,10.139900026842952,526
clear_sample_1420,clear,0,clear_site_15,ok,CLIENT_IP_REDACTED,6605,6605,506,6605,506,506,0,526,20,anonymized_direction_sequence_cache,"Post-handshake cache built as raw direction sequence[20:526], therefore fixed input length is 506.",ok,10.092000011354685,526
clear_sample_1421,clear,0,clear_site_15,ok,CLIENT_IP_REDACTED,7980,7980,506,7980,506,506,0,526,20,anonymized_direction_sequence_cache,"Post-handshake cache built as raw direction sequence[20:526], therefore fixed input length is 506.",ok,11.022299993783236,526
clear_sample_1422,clear,0,clear_site_15,ok,CLIENT_IP_REDACTED,6865,6865,506,6865,506,506,0,526,20,anonymized_direction_sequence_cache,"Post-handshake cache built as raw direction sequence[20:526], therefore fixed input length is 506.",ok,10.311500169336796,526
clear_sample_1423,clear,0,clear_site_15,ok,CLIENT_IP_REDACTED,7346,7346,506,7346,506,506,0,526,20,anonymized_direction_sequence_cache,"Post-handshake cache built as raw direction sequence[20:526], therefore fixed input length is 506.",ok,13.610699912533164,526
clear_sample_1424,clear,0,clear_site_15,ok,CLIENT_IP_REDACTED,7012,7012,506,7012,506,506,0,526,20,anonymized_direction_sequence_cache,"Post-handshake cache built as raw direction sequence[20:526], therefore fixed input length is 506.",ok,11.150100035592914,526
clear_sample_1425,clear,0,clear_site_15,ok,CLIENT_IP_REDACTED,6077,6077,506,6077,506,506,0,526,20,anonymized_direction_sequence_cache,"Post-handshake cache built as raw direction sequence[20:526], therefore fixed input length is 506.",ok,10.219499934464691,526
clear_sample_1426,clear,0,clear_site_15,ok,CLIENT_IP_REDACTED,6884,6884,506,6884,506,506,0,526,20,anonymized_direction_sequence_cache,"Post-handshake cache built as raw direction sequence[20:526], therefore fixed input length is 506.",ok,11.446800082921982,526
clear_sample_1427,clear,0,clear_site_15,ok,CLIENT_IP_REDACTED,7038,7038,506,7038,506,506,0,526,20,anonymized_direction_sequence_cache,"Post-handshake cache built as raw direction sequence[20:526], therefore fixed input length is 506.",ok,11.831399984657764,526
clear_sample_1428,clear,0,clear_site_15,ok,CLIENT_IP_REDACTED,6953,6953,506,6953,506,506,0,526,20,anonymized_direction_sequence_cache,"Post-handshake cache built as raw direction sequence[20:526], therefore fixed input length is 506.",ok,11.037899879738688,526
clear_sample_1429,clear,0,clear_site_15,ok,CLIENT_IP_REDACTED,7075,7075,506,7075,506,506,0,526,20,anonymized_direction_sequence_cache,"Post-handshake cache built as raw direction sequence[20:526], therefore fixed input length is 506.",ok,10.873100021854045,526
clear_sample_1430,clear,0,clear_site_15,ok,CLIENT_IP_REDACTED,6669,6669,506,6669,506,506,0,526,20,anonymized_direction_sequence_cache,"Post-handshake cache built as raw direction sequence[20:526], therefore fixed input length is 506.",ok,10.458899894729257,526
clear_sample_1431,clear,0,clear_site_15,ok,CLIENT_IP_REDACTED,6823,6823,506,6823,506,506,0,526,20,anonymized_direction_sequence_cache,"Post-handshake cache built as raw direction sequence[20:526], therefore fixed input length is 506.",ok,10.33150008879602,526
clear_sample_1432,clear,0,clear_site_15,ok,CLIENT_IP_REDACTED,6605,6605,506,6605,506,506,0,526,20,anonymized_direction_sequence_cache,"Post-handshake cache built as raw direction sequence[20:526], therefore fixed input length is 506.",ok,11.26769999973476,526
clear_sample_1433,clear,0,clear_site_15,ok,CLIENT_IP_REDACTED,7772,7772,506,7772,506,506,0,526,20,anonymized_direction_sequence_cache,"Post-handshake cache built as raw direction sequence[20:526], therefore fixed input length is 506.",ok,11.24690007418394,526
clear_sample_1434,clear,0,clear_site_15,ok,CLIENT_IP_REDACTED,6881,6881,506,6881,506,506,0,526,20,anonymized_direction_sequence_cache,"Post-handshake cache built as raw direction sequence[20:526], therefore fixed input length is 506.",ok,11.485999915748836,526
clear_sample_1435,clear,0,clear_site_15,ok,CLIENT_IP_REDACTED,7202,7202,506,7202,506,506,0,526,20,anonymized_direction_sequence_cache,"Post-handshake cache built as raw direction sequence[20:526], therefore fixed input length is 506.",ok,5.77980000525713,526
clear_sample_1436,clear,0,clear_site_15,ok,CLIENT_IP_REDACTED,7211,7211,506,7211,506,506,0,526,20,anonymized_direction_sequence_cache,"Post-handshake cache built as raw direction sequence[20:526], therefore fixed input length is 506.",ok,11.417999863624573,526
clear_sample_1437,clear,0,clear_site_15,ok,CLIENT_IP_REDACTED,7015,7015,506,7015,506,506,0,526,20,anonymized_direction_sequence_cache,"Post-handshake cache built as raw direction sequence[20:526], therefore fixed input length is 506.",ok,10.620600078254938,526
clear_sample_1438,clear,0,clear_site_15,ok,CLIENT_IP_REDACTED,6256,6256,506,6256,506,506,0,526,20,anonymized_direction_sequence_cache,"Post-handshake cache built as raw direction sequence[20:526], therefore fixed input length is 506.",ok,10.027999989688396,526
clear_sample_1439,clear,0,clear_site_15,ok,CLIENT_IP_REDACTED,7476,7476,506,7476,506,506,0,526,20,anonymized_direction_sequence_cache,"Post-handshake cache built as raw direction sequence[20:526], therefore fixed input length is 506.",ok,6.192100001499057,526
clear_sample_1440,clear,0,clear_site_15,ok,CLIENT_IP_REDACTED,6752,6752,506,6752,506,506,0,526,20,anonymized_direction_sequence_cache,"Post-handshake cache built as raw direction sequence[20:526], therefore fixed input length is 506.",ok,7.79159995727241,526
clear_sample_1441,clear,0,clear_site_15,ok,CLIENT_IP_REDACTED,6784,6784,506,6784,506,506,0,526,20,anonymized_direction_sequence_cache,"Post-handshake cache built as raw direction sequence[20:526], therefore fixed input length is 506.",ok,12.555999914184213,526
clear_sample_1442,clear,0,clear_site_15,ok,CLIENT_IP_REDACTED,7648,7648,506,7648,506,506,0,526,20,anonymized_direction_sequence_cache,"Post-handshake cache built as raw direction sequence[20:526], therefore fixed input length is 506.",ok,11.881799902766945,526
clear_sample_1443,clear,0,clear_site_15,ok,CLIENT_IP_REDACTED,7147,7147,506,7147,506,506,0,526,20,anonymized_direction_sequence_cache,"Post-handshake cache built as raw direction sequence[20:526], therefore fixed input length is 506.",ok,11.240700026974082,526
clear_sample_1444,clear,0,clear_site_15,ok,CLIENT_IP_REDACTED,7334,7334,506,7334,506,506,0,526,20,anonymized_direction_sequence_cache,"Post-handshake cache built as raw direction sequence[20:526], therefore fixed input length is 506.",ok,5.707500036805868,526
clear_sample_1445,clear,0,clear_site_15,ok,CLIENT_IP_REDACTED,7079,7079,506,7079,506,506,0,526,20,anonymized_direction_sequence_cache,"Post-handshake cache built as raw direction sequence[20:526], therefore fixed input length is 506.",ok,11.339499847963452,526
clear_sample_1446,clear,0,clear_site_15,ok,CLIENT_IP_REDACTED,6426,6426,506,6426,506,506,0,526,20,anonymized_direction_sequence_cache,"Post-handshake cache built as raw direction sequence[20:526], therefore fixed input length is 506.",ok,5.421499954536557,526
clear_sample_1447,clear,0,clear_site_15,ok,CLIENT_IP_REDACTED,7059,7059,506,7059,506,506,0,526,20,anonymized_direction_sequence_cache,"Post-handshake cache built as raw direction sequence[20:526], therefore fixed input length is 506.",ok,11.25249988399446,526
clear_sample_1448,clear,0,clear_site_15,ok,CLIENT_IP_REDACTED,7294,7294,506,7294,506,506,0,526,20,anonymized_direction_sequence_cache,"Post-handshake cache built as raw direction sequence[20:526], therefore fixed input length is 506.",ok,11.043600039556624,526
clear_sample_1449,clear,0,clear_site_15,ok,CLIENT_IP_REDACTED,6773,6773,506,6773,506,506,0,526,20,anonymized_direction_sequence_cache,"Post-handshake cache built as raw direction sequence[20:526], therefore fixed input length is 506.",ok,10.657399892807009,526
clear_sample_1450,clear,0,clear_site_15,ok,CLIENT_IP_REDACTED,7117,7117,506,7117,506,506,0,526,20,anonymized_direction_sequence_cache,"Post-handshake cache built as raw direction sequence[20:526], therefore fixed input length is 506.",ok,10.75619994662702,526
clear_sample_1451,clear,0,clear_site_15,ok,CLIENT_IP_REDACTED,6913,6913,506,6913,506,506,0,526,20,anonymized_direction_sequence_cache,"Post-handshake cache built as raw direction sequence[20:526], therefore fixed input length is 506.",ok,10.80689998343587,526
clear_sample_1452,clear,0,clear_site_15,ok,CLIENT_IP_REDACTED,6620,6620,506,6620,506,506,0,526,20,anonymized_direction_sequence_cache,"Post-handshake cache built as raw direction sequence[20:526], therefore fixed input length is 506.",ok,10.49610017798841,526
clear_sample_1453,clear,0,clear_site_15,ok,CLIENT_IP_REDACTED,7546,7546,506,7546,506,506,0,526,20,anonymized_direction_sequence_cache,"Post-handshake cache built as raw direction sequence[20:526], therefore fixed input length is 506.",ok,11.196800041943789,526
clear_sample_1454,clear,0,clear_site_15,ok,CLIENT_IP_REDACTED,6807,6807,506,6807,506,506,0,526,20,anonymized_direction_sequence_cache,"Post-handshake cache built as raw direction sequence[20:526], therefore fixed input length is 506.",ok,12.016500113531947,526
clear_sample_1455,clear,0,clear_site_15,ok,CLIENT_IP_REDACTED,7272,7272,506,7272,506,506,0,526,20,anonymized_direction_sequence_cache,"Post-handshake cache built as raw direction sequence[20:526], therefore fixed input length is 506.",ok,10.9848000574857,526
clear_sample_1456,clear,0,clear_site_15,ok,CLIENT_IP_REDACTED,6502,6502,506,6502,506,506,0,526,20,anonymized_direction_sequence_cache,"Post-handshake cache built as raw direction sequence[20:526], therefore fixed input length is 506.",ok,11.734799947589636,526
clear_sample_1457,clear,0,clear_site_15,ok,CLIENT_IP_REDACTED,7354,7354,506,7354,506,506,0,526,20,anonymized_direction_sequence_cache,"Post-handshake cache built as raw direction sequence[20:526], therefore fixed input length is 506.",ok,11.89290010370314,526
clear_sample_1458,clear,0,clear_site_15,ok,CLIENT_IP_REDACTED,6512,6512,506,6512,506,506,0,526,20,anonymized_direction_sequence_cache,"Post-handshake cache built as raw direction sequence[20:526], therefore fixed input length is 506.",ok,10.223399847745895,526
clear_sample_1459,clear,0,clear_site_15,ok,CLIENT_IP_REDACTED,6633,6633,506,6633,506,506,0,526,20,anonymized_direction_sequence_cache,"Post-handshake cache built as raw direction sequence[20:526], therefore fixed input length is 506.",ok,6.172399967908859,526
clear_sample_1460,clear,0,clear_site_15,ok,CLIENT_IP_REDACTED,6630,6630,506,6630,506,506,0,526,20,anonymized_direction_sequence_cache,"Post-handshake cache built as raw direction sequence[20:526], therefore fixed input length is 506.",ok,9.782900102436544,526
clear_sample_1461,clear,0,clear_site_15,ok,CLIENT_IP_REDACTED,7551,7551,506,7551,506,506,0,526,20,anonymized_direction_sequence_cache,"Post-handshake cache built as raw direction sequence[20:526], therefore fixed input length is 506.",ok,11.872299946844578,526
clear_sample_1462,clear,0,clear_site_15,ok,CLIENT_IP_REDACTED,6680,6680,506,6680,506,506,0,526,20,anonymized_direction_sequence_cache,"Post-handshake cache built as raw direction sequence[20:526], therefore fixed input length is 506.",ok,10.798400035127996,526
clear_sample_1463,clear,0,clear_site_15,ok,CLIENT_IP_REDACTED,7351,7351,506,7351,506,506,0,526,20,anonymized_direction_sequence_cache,"Post-handshake cache built as raw direction sequence[20:526], therefore fixed input length is 506.",ok,10.766200022771956,526
clear_sample_1464,clear,0,clear_site_15,ok,CLIENT_IP_REDACTED,6819,6819,506,6819,506,506,0,526,20,anonymized_direction_sequence_cache,"Post-handshake cache built as raw direction sequence[20:526], therefore fixed input length is 506.",ok,11.2421999219805,526
clear_sample_1465,clear,0,clear_site_15,ok,CLIENT_IP_REDACTED,7704,7704,506,7704,506,506,0,526,20,anonymized_direction_sequence_cache,"Post-handshake cache built as raw direction sequence[20:526], therefore fixed input length is 506.",ok,11.4720999263227,526
clear_sample_1466,clear,0,clear_site_15,ok,CLIENT_IP_REDACTED,6961,6961,506,6961,506,506,0,526,20,anonymized_direction_sequence_cache,"Post-handshake cache built as raw direction sequence[20:526], therefore fixed input length is 506.",ok,10.542500065639617,526
clear_sample_1467,clear,0,clear_site_15,ok,CLIENT_IP_REDACTED,7589,7589,506,7589,506,506,0,526,20,anonymized_direction_sequence_cache,"Post-handshake cache built as raw direction sequence[20:526], therefore fixed input length is 506.",ok,11.29729999229312,526
clear_sample_1468,clear,0,clear_site_15,ok,CLIENT_IP_REDACTED,6620,6620,506,6620,506,506,0,526,20,anonymized_direction_sequence_cache,"Post-handshake cache built as raw direction sequence[20:526], therefore fixed input length is 506.",ok,11.028700042515991,526
clear_sample_1469,clear,0,clear_site_15,ok,CLIENT_IP_REDACTED,6621,6621,506,6621,506,506,0,526,20,anonymized_direction_sequence_cache,"Post-handshake cache built as raw direction sequence[20:526], therefore fixed input length is 506.",ok,9.869599947705863,526
clear_sample_1470,clear,0,clear_site_15,ok,CLIENT_IP_REDACTED,6761,6761,506,6761,506,506,0,526,20,anonymized_direction_sequence_cache,"Post-handshake cache built as raw direction sequence[20:526], therefore fixed input length is 506.",ok,10.98749996162951,526
clear_sample_1471,clear,0,clear_site_15,ok,CLIENT_IP_REDACTED,7422,7422,506,7422,506,506,0,526,20,anonymized_direction_sequence_cache,"Post-handshake cache built as raw direction sequence[20:526], therefore fixed input length is 506.",ok,5.804999964311719,526
clear_sample_1472,clear,0,clear_site_15,ok,CLIENT_IP_REDACTED,8171,8171,506,8171,506,506,0,526,20,anonymized_direction_sequence_cache,"Post-handshake cache built as raw direction sequence[20:526], therefore fixed input length is 506.",ok,11.844899971038105,526
clear_sample_1473,clear,0,clear_site_15,ok,CLIENT_IP_REDACTED,6682,6682,506,6682,506,506,0,526,20,anonymized_direction_sequence_cache,"Post-handshake cache built as raw direction sequence[20:526], therefore fixed input length is 506.",ok,10.522300144657493,526
clear_sample_1474,clear,0,clear_site_15,ok,CLIENT_IP_REDACTED,7068,7068,506,7068,506,506,0,526,20,anonymized_direction_sequence_cache,"Post-handshake cache built as raw direction sequence[20:526], therefore fixed input length is 506.",ok,10.730099864304066,526
clear_sample_1475,clear,0,clear_site_15,ok,CLIENT_IP_REDACTED,7473,7473,506,7473,506,506,0,526,20,anonymized_direction_sequence_cache,"Post-handshake cache built as raw direction sequence[20:526], therefore fixed input length is 506.",ok,12.043300084769726,526
clear_sample_1476,clear,0,clear_site_15,ok,CLIENT_IP_REDACTED,7653,7653,506,7653,506,506,0,526,20,anonymized_direction_sequence_cache,"Post-handshake cache built as raw direction sequence[20:526], therefore fixed input length is 506.",ok,11.0317999497056,526
clear_sample_1477,clear,0,clear_site_15,ok,CLIENT_IP_REDACTED,6982,6982,506,6982,506,506,0,526,20,anonymized_direction_sequence_cache,"Post-handshake cache built as raw direction sequence[20:526], therefore fixed input length is 506.",ok,9.992800187319515,526
clear_sample_1478,clear,0,clear_site_15,ok,CLIENT_IP_REDACTED,6281,6281,506,6281,506,506,0,526,20,anonymized_direction_sequence_cache,"Post-handshake cache built as raw direction sequence[20:526], therefore fixed input length is 506.",ok,10.38660015910864,526
